醫事機構代碼,醫事機構名稱,醫事機構地址,經度,緯度,醫事機構電話,廠牌項目,快篩試劑截至目前結餘存貨數量,來源資料時間,備註
5936111111,政雄藥局,臺中市新社區興社街四段七五號,120.8083,24.24357,(04)25811087,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/13 10:26:02,12／31全天1／1-1／2休息
5936171420,我家健康藥局,臺中市龍井區新興路４０之１１號１樓,120.5877,24.18127,(04)26317660,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,防疫口罩販售時段：09：30-11：50，售完為止
5936190078,愛心藥局,臺中市太平區光華里中山路二段４１２－７號,120.7253,24.15023,(04)23929396,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,0830-1330...1530-2000營業配售口罩及家用快篩..
5936190327,富眾藥局,臺中市太平區永豐路３５號,120.7131,24.12447,(04)22706009,羅氏家用新冠病毒抗原自我檢測套組,70,2022/05/13 10:26:02,111年平安吉祥年:星期一至星期六.下午1點.星期日:休息.
5936190416,同安藥局,臺中市太平區新平路三段８７號,120.7202,24.15065,(04)23918391,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,5／6起每日上午9點開賣快篩，週日休息
5936190676,中美藥師藥局,臺中市太平區中山路３段８５號,120.7173,24.14861,(04)22778238,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,無
5936190710,東亞藥師大藥局,臺中市太平區中興路６６號,120.7167,24.12806,(04)22787987,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,每日早上9:00先領號碼牌下午2:00~10:00領快篩試劑
5936191879,玖裕藥局,臺中市太平區樹孝路４５號１樓,120.7164,24.15076,(04)23917005,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,營業時間都可以現場直接購買
5936191913,興明健保藥局,臺中市太平區樹德路９７－６號,120.7113,24.15324,(04)23955521,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/13 10:26:02,週一至週六下午2:30開始販售實名制快篩劑.週日早上10:00至12:00販售
5936192198,德侑健保藥局,臺中市太平區中山路４段８６之１號,120.7108,24.1496,(04)23959617,羅氏家用新冠病毒抗原自我檢測套組,76,2022/05/13 10:26:02,每日下午三點開始，領取實名制快篩
5936192278,亮亮藥局,臺中市太平區中興路１１２號,120.7152,24.12709,(04)22702005,羅氏家用新冠病毒抗原自我檢測套組,7,2022/05/13 10:26:02,快篩販售時間星期一至星期六早上8:30開始販售，售完為止
5936200097,大里啄木鳥藥局,臺中市大里區中興路２段７２號,120.6871,24.09733,(04)24865725,羅氏家用新冠病毒抗原自我檢測套組,35,2022/05/13 10:26:02,快篩開賣時間AM10.00
5936200453,慈輝藥師藥局,臺中市大里區大明路３０６號,120.6818,24.11521,(04)24876247,羅氏家用新冠病毒抗原自我檢測套組,22,2022/05/13 10:26:02,無
5936209287,德芳大藥局,臺中市大里區益民路二段３０４號１、２樓,120.684,24.11183,(04)24815932,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩販售時間:下午3點~6點
593620B138,聯生中西健保藥局,臺中市大里區現岱路１５８巷１１號,120.6919,24.10295,(04)24834058,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,早上八點半領號碼牌下午四點到六點領口罩W6W日早七點
593620B316,華信藥局,臺中市大里區益民路２段１２號１樓,120.6889,24.10649,(04)24872992,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,上午8:40開賣，賣完為止
5937010159,彰化明德藥局,彰化縣彰化市興北里三民路２０９號,120.5425,24.08556,(04)7299085,羅氏家用新冠病毒抗原自我檢測套組,41,2022/05/13 10:26:02,正常調劑時間8:30~22:00（調劑時間皆有賣口罩）
5937010533,范藥局,彰化縣彰化市東興里公園路１段２９２號,120.5512,24.07501,(04)7271540,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,每日賣快篩劑時間恢復九點開賣
5937010613,榮源藥局,彰化縣彰化市忠權里辭修路１２８巷９號,120.5374,24.08608,(04)7229432,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩實名制每日早上8:00開賣
5937010917,尚豪藥局,彰化縣彰化市大埔路６９５號,120.5425,24.06841,(04)7113332,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,周一到周六早上八點到晚上十點販售
5937011058,大竹長生藥局,彰化縣彰化市彰南路二段８號,120.577,24.08537,(04)7384176,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,快篩代售早上10:00
5937012242,平成藥局,彰化縣彰化市福安里曉陽路３１號,120.5416,24.072,(04)7258070,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/13 10:26:02,無
5937012251,慶全藥局,彰化縣彰化市福山里福山街１８９號,120.5714,24.0829,(04)7386747,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,口罩代售時間7:00（星期一至日，無休），現場排隊
5937012715,長聖樹藥局,彰化縣彰化市華山路１７３號,120.5384,24.07506,(04)7291519,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,週一至週六早上9:00開始販售快篩
5937012975,龍泰藥局,彰化縣彰化市信義里中正路１段４５０號１樓,120.5422,24.08258,(04)7254720,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,周一到周六，早上9:30-12:00販售快篩試劑
5937013150,康橋藥局,彰化縣彰化市民族路４２９號,120.5399,24.07555,(04)7278288,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,無
5937013196,彰化啄木鳥藥局,彰化縣彰化市茄南里金馬路２段２７號,120.5483,24.09616,(04)7330661,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,無
5937013338,彰安藥局,彰化縣彰化市彰安里曉陽路２３５號,120.5361,24.073,(04)7281095,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,實名制快篩自9:00開始；現場排隊
5937013383,大心藥局,彰化縣彰化市中央里民族路５１７號,120.5406,24.07783,(04)7282797,羅氏家用新冠病毒抗原自我檢測套組,48,2022/05/13 10:26:02,星期日公休
5937013418,曉陽藥局,彰化縣彰化市西安里曉陽路２０２號,120.5373,24.07311,(04)7270989,羅氏家用新冠病毒抗原自我檢測套組,49,2022/05/13 10:26:02,現場排隊，請自備零錢。週一至週五早上9：30，週六下午3：30 ，售完為止（休息：中午12：00-15：30，18：00-19：30 ）
5937013472,建國春生中西藥局,彰化縣彰化市建國北路１５０號,120.5498,24.09435,(04)7225047,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/13 10:26:02,下午2點發放號碼牌 發完即開始依序購買
5937013481,美芙藥局,彰化縣彰化市三民路２７０號１樓,120.5439,24.08554,(04)7222980,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,[領藥民眾優先處理 敬請見諒] 09:00開始販售 請自備剛好金額
5937013561,友誼藥局彰化店,彰化縣彰化市辭修路１９１－２號,120.5376,24.08413,(04)7288865,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,5／4 下午2點販賣快篩，友誼藥局免費領取連續處方簽，衛生所，牙科單
5937013605,大佳好藥局,彰化縣彰化市平和七街６號,120.5293,24.06697,(09)33520331,羅氏家用新冠病毒抗原自我檢測套組,140,2022/05/13 10:26:02,0513快篩07:30後暫時停售，勿來電詢問
5937013623,彰化福倫藥局,彰化縣彰化市中正路２段２２４號,120.5369,24.07728,(04)7233018,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,5／6（五）起am8:20開始販售快篩，有異動另公布
5937013687,丁丁藥局彰鹿店,彰化縣彰化市彰鹿路１５０號,120.5146,24.05913,(04)7531110,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,無
5937013749,中央啄木鳥藥局,彰化縣彰化市中央路２０６號,120.5285,24.06637,(04)7639581,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,13:30開始販售，若未收到配送，則以收到時間開始
5937013767,民族藥局,彰化縣彰化市民族路２１２號１樓,120.5393,24.071,(04)7261221,羅氏家用新冠病毒抗原自我檢測套組,79,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937021385,忠民藥局,彰化縣鹿港鎮民族路１０８巷３號,120.4357,24.05549,(04)7760368,羅氏家用新冠病毒抗原自我檢測套組,43,2022/05/13 10:26:02,早上10點開賣（星期日休息）
5937021401,展宏藥局,彰化縣鹿港鎮中山路５號,120.4367,24.05042,(04)7749001,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/13 10:26:02,周一至周日早上10點以後領快篩試劑
5937021849,大樹鹿港藥局,彰化縣鹿港鎮中正路１９３號,120.4405,24.05491,(04)7772226,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937031443,和美福倫藥局,彰化縣和美鎮和北里彰美路６段１３３號,120.4965,24.11445,(04)7569718,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,周一到周日，早上十點開始販賣實名制快篩
5937031541,友誼藥局和美店,彰化縣和美鎮和東里仁化路１４７、１４９號,120.4964,24.11017,(04)7550866,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,早上9::00-10:00發快篩，六日不發售。
5937031667,丁丁藥局和美店,彰化縣和美鎮道周路３１２號,120.4971,24.10759,(04)7576322,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,5／12起周一至周日上午10:00開始發放號碼牌，發完後即開始販賣快篩。
5937031747,大樹和美藥局,彰化縣和美鎮道周路５０１號,120.494,24.10896,(04)7550090,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937031756,永元藥局,彰化縣和美鎮和線路９１號,120.4925,24.11452,(04)7550045,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/13 10:26:02,固定週一至週日中午11:30分起開始販賣口罩，每週四公休。
5937031783,和美啄木鳥藥局,彰化縣和美鎮德美路２７０號,120.502,24.11371,(04)7552924,羅氏家用新冠病毒抗原自我檢測套組,48,2022/05/13 10:26:02,領藥到啄木鳥~5／11實名制快篩早上10點開始販賣
5937040077,春安藥局,彰化縣北斗鎮五權里新市街４６號,120.526,23.87205,(04)8882546,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,早上8點起.販售口罩每周一公休.星期日營業至12點
5937040148,北斗仁和藥局,彰化縣北斗鎮光復里光復路１８２號,120.5243,23.87364,(04)8880163,羅氏家用新冠病毒抗原自我檢測套組,17,2022/05/13 10:26:02,周一至周日0900當場排隊發放號碼牌，售完為止
5937041172,九和藥局,彰化縣北斗鎮西德里斗苑路一段２９０號,120.5211,23.87211,(04)8875039,羅氏家用新冠病毒抗原自我檢測套組,63,2022/05/13 10:26:02,早上09:00代售實名制快篩
5937041190,仁信藥局,彰化縣北斗鎮中正路137號,120.5219,23.87342,(04)8873357,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/13 10:26:02,周日公休 早上8:30發放號碼牌 11:00開放領取快篩
5937041485,北斗啄木鳥藥局,彰化縣北斗鎮復興路２６９號,120.528,23.87822,(04)8875611,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,無
5937041501,台丞藥局,彰化縣北斗鎮光復路１９７號,120.5241,23.87407,(04)8873311,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,實名制快篩開賣周一到周五，販售時間下午2點30~5點
5937050279,廣信藥局,彰化縣員林市三信里中山路二段２０１號,120.5711,23.96517,(04)8337085,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,早上8點40分開始販賣快篩試劑
5937050313,東禾藥局,彰化縣員林市仁美里和平東街６２－１號,120.5754,23.9623,(04)8350030,羅氏家用新冠病毒抗原自我檢測套組,45,2022/05/13 10:26:02,每天早上八點半開始販售，售完為止
5937050322,必安藥局,彰化縣員林市仁美里育英路１７４號,120.5741,23.96417,(04)8324986,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,無
5937050411,高藥局,彰化縣員林市東和里員水路二段５０５號,120.5773,23.95592,(04)8327808,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,快篩實名制 ，每日早上8點開始販售，售完為止
5937051703,員林健康藥局,彰化縣員林市中正路２２４號１樓,120.5747,23.95417,(04)8396798,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,10月11日雙十連假有營業
5937051712,員林福倫藥局,彰化縣員林市和平里中山路２段１４１號,120.5711,23.96391,(04)8371218,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,每日早上8:00販售 .售完為止
5937051730,青田藥局,彰化縣員林市林森路一二七號,120.5778,23.95633,(04)8347776,羅氏家用新冠病毒抗原自我檢測套組,13,2022/05/13 10:26:02,物流配送時間不確定～每日的販售時間將另行公布
5937051847,天一藥局,彰化縣員林市光明里中正路４４１號,120.5724,23.95817,(04)8384875,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/13 10:26:02,固定周一到周六，早上14:30開始販賣防疫口罩（現場排隊）。
5937051981,康美藥局,彰化縣員林市南平里南平街２６號,120.5646,23.96301,(04)8395172,羅氏家用新冠病毒抗原自我檢測套組,55,2022/05/13 10:26:02,無
5937052059,華衛藥局,彰化縣員林市惠來里南昌路９６號,120.5719,23.95464,(04)8397503,羅氏家用新冠病毒抗原自我檢測套組,36,2022/05/13 10:26:02,無
5937052120,家展藥局,彰化縣員林市三民街３５－１號,120.5731,23.95849,(04)8367768,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,無
5937052184,躍獅永聖藥局,彰化縣員林市三信里中山路２段３２５號,120.5712,23.9678,(04)8369065,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/13 10:26:02,固定周一到周六，早上9:30開始販賣公發快篩，周日沒營業。
5937052246,新義藥局,彰化縣員林市南平里新義街２８８號,120.5678,23.96254,(04)8396788,羅氏家用新冠病毒抗原自我檢測套組,33,2022/05/13 10:26:02,每天早上9點40分販賣
5937052255,淑德藥局,彰化縣員林市仁美里中山路２段１１０、１１２號,120.5713,23.96388,(04)8359155,羅氏家用新冠病毒抗原自我檢測套組,44,2022/05/13 10:26:02,周日沒營業。
5937052264,醫聯藥師藥局,彰化縣員林市三條里員東路二段４１０號１樓,120.5811,23.95898,(04)8360617,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/13 10:26:02,無
5937052282,丁丁藥局員林店,彰化縣員林市中山路二段８９號,120.5707,23.96247,(04)8373508,羅氏家用新冠病毒抗原自我檢測套組,9,2022/05/13 10:26:02,*星期一-日每日上午9點開始.售完為止。（全年無休）
5937052317,員郭藥局,彰化縣員林市三民街３８－１號,120.573,23.95862,(04)8356201,羅氏家用新冠病毒抗原自我檢測套組,65,2022/05/13 10:26:02,無
5937052335,大樹三民藥局,彰化縣員林市三民東街３５６號,120.5825,23.96065,(04)8372837,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937052353,壽春中西藥局,彰化縣員林市成功路５５號,120.5797,23.96462,(04)8361667,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,5／6（五）起。快篩試劑早上9點半後發售，週日無販售。
5937052424,員林啄木鳥藥局,彰化縣員林市新生路１２１、１２３號,120.5686,23.95904,(04)8339483,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,無
5937052433,迪迪連鎖藥局員林店,彰化縣員林市林森路１６３號１樓,120.5777,23.95715,(04)8312898,羅氏家用新冠病毒抗原自我檢測套組,42,2022/05/13 10:26:02,快篩實名制販售時間：每日十點發放，依物流配送時間為準。
5937052451,統信藥局,彰化縣員林市正興街３７２號,120.5722,23.95997,(04)8367089,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,12:00-14:00休息時間
5937052479,莒光藥局,彰化縣員林市莒光路３１６號１樓,120.5669,23.95942,(04)8361388,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937052497,家家藥局,彰化縣員林市惠來街８７號,120.5704,23.95526,(04)8367007,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,無
5937052540,莒光啄木鳥藥局,彰化縣員林市中山路一段４５４號１樓,120.5668,23.95171,(04)8399625,羅氏家用新冠病毒抗原自我檢測套組,8,2022/05/13 10:26:02,無
5937052559,知心健康藥局,彰化縣員林市三民東街１９６號１樓,120.5788,23.95965,(04)8396161,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,無
5937070128,良安藥局,彰化縣田中鎮北路里員集路二段６１４號,120.5855,23.86359,(04)8743196,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,營業時間:星期一至星期六早上8點到晚上9點，星期日下午休息，售完為止
5937070164,安鑠藥局,彰化縣田中鎮中潭里和平路７６０號,120.5879,23.8685,(04)8748728,羅氏家用新冠病毒抗原自我檢測套組,38,2022/05/13 10:26:02,每日早上9點至11點發放號碼牌並開始販售貨（全年無休）
5937071296,大眾藥局,彰化縣田中鎮斗中路一段１４２號,120.5821,23.86092,(04)8749723,羅氏家用新冠病毒抗原自我檢測套組,12,2022/05/13 10:26:02,每日早上8點開始販售（星期六日休息）
5937071330,祥品藥局,彰化縣田中鎮北路里福安路３０８號,120.5874,23.86373,(04)8762311,羅氏家用新冠病毒抗原自我檢測套組,37,2022/05/13 10:26:02,口罩9點發號碼牌，持號碼牌和健保卡領口罩
5937071385,正益藥局,彰化縣田中鎮北路里新福路５３巷１３號１樓,120.5865,23.86272,(04)8761001,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,配送到貨開始販售快篩（星期六，日只有早上）
5937071401,田中啄木鳥藥局,彰化縣田中鎮南路里員集路２段２６６號,120.5864,23.85628,(04)8746468,羅氏家用新冠病毒抗原自我檢測套組,47,2022/05/13 10:26:02,無
5937071447,大安藥局,彰化縣田中鎮新福路５７號,120.586,23.86264,(04)8752201,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,早上8點販售至晚間9點。中午12:00~14:30休息。
5937081390,永全藥局,彰化縣二林鎮二溪路一段１８號,120.3696,23.90134,(04)8958878,羅氏家用新冠病毒抗原自我檢測套組,25,2022/05/13 10:26:02,週一到六上午8點半開賣，不抽號碼；週日休息；
5937081514,加佳藥局,彰化縣二林鎮東和里仁愛路６７８號１樓,120.3643,23.90212,(04)8963080,羅氏家用新冠病毒抗原自我檢測套組,27,2022/05/13 10:26:02,快篩販賣時間週一至週五早上08:30-11:45 下午2:45-5:20 晚上6:30-8:45。週六下午晚上休息，周日全日休息!!
5937081596,二林藥局,彰化縣二林鎮斗苑路五段３９號,120.3709,23.89951,(04)8950010,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937101271,信義藥局,彰化縣伸港鄉新港村信義路７１號,120.4859,24.14681,(04)7982232,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937111151,健安藥局,彰化縣福興鄉廈粘村沿海路３段２１４－１號１樓,120.4137,24.0294,(04)7707835,羅氏家用新冠病毒抗原自我檢測套組,68,2022/05/13 10:26:02,早上10:50開始現場排隊，不找零※周日不販售※相關訊息滾動式修正
5937121237,福慧藥局,彰化縣秀水鄉彰水路２段２０３號,120.4917,24.02402,(04)7689180,羅氏家用新冠病毒抗原自我檢測套組,60,2022/05/13 10:26:02,1.早上8；45開始營業，早上9:00開始販售口罩 2.每日中午12:00-15:00休息
5937121308,丁丁藥局秀水店,彰化縣秀水鄉彰水路一段２２號,120.5009,24.03537,(04)7686200,羅氏家用新冠病毒抗原自我檢測套組,32,2022/05/13 10:26:02,週一~週日於上午9點開始販售實名制快篩試劑!丁丁藥局關心您!
5937121317,彰水藥局,彰化縣秀水鄉彰水路二段４２５、４２７、４２９號１樓,120.4943,24.02791,(04)7685880,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937131180,春天藥局,彰化縣花壇鄉中山路２段３０號,120.5394,24.02642,(04)7874458,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,每天早上8:30開始販售
5937131260,大福藥局,彰化縣花壇鄉長沙村中正路９１號１樓,120.5449,24.02718,(04)7880073,羅氏家用新冠病毒抗原自我檢測套組,3,2022/05/13 10:26:02,周一至週五早上8:30開始販賣快篩，售完為止。周六每月第二，四週固定公休。周日皆公休。
5937140054,正明藥局,彰化縣芬園鄉茄荖村芬草路一段２７３號,120.644,24.01189,(049)2523918,羅氏家用新冠病毒抗原自我檢測套組,5,2022/05/13 10:26:02,週五9:00售快篩. 週六--週四早上7:30售快篩
5937150032,大欣藥局,彰化縣大村鄉村上村中正西路１９號,120.5633,23.98916,(04)8524803,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,防疫家用快篩試劑販賣時間於臉書公告!
5937151128,五行藥局,彰化縣大村鄉黃厝村１２鄰山腳路２－２６號,120.5898,23.982,(04)8527603,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/13 10:26:02,週一至週六早上09:00-9:30（視人潮）販賣。
5937161115,埔鹽藥局,彰化縣埔鹽鄉埔鹽村彰水路二段８號１樓,120.4768,23.99591,(04)8659655,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,星期日公休! 快篩9點開始販售
5937161133,石埤藥局,彰化縣埔鹽鄉石埤村番金路８０之１６號,120.4225,23.98887,(04)8655146,羅氏家用新冠病毒抗原自我檢測套組,6,2022/05/13 10:26:02,週一至週日早上08:00開始販賣快篩.售完為止。
5937170034,淑惠藥局,彰化縣埔心鄉亙北村員鹿路一段２４４號,120.5574,23.95515,(04)8297798,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,星期一~星期六16:00-18:00（2小時販售快篩試劑），星期日：休
5937180094,天喜生大藥局,彰化縣永靖鄉永西村西門路４１號,120.545,23.9228,(04)8221821,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,星期一到六早上9:30發放.每個星期天暫停發放
5937181215,邱利調劑藥局,彰化縣永靖鄉瑚璉路３０８號,120.5469,23.92419,(04)8235509,羅氏家用新冠病毒抗原自我檢測套組,11,2022/05/13 10:26:02,實名制早上8:15開始    星期日暫停代售
5937181279,佳恩藥局,彰化縣永靖鄉永西村瑚璉路３０２號,120.547,23.92421,(04)8235753,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,快篩實名制 :電話預約制，當日早上9點開始預約（已額滿）
5937181304,永靖藥局,彰化縣永靖鄉瑚璉路１１６號,120.5505,23.92624,(04)8230220,羅氏家用新冠病毒抗原自我檢測套組,79,2022/05/13 10:26:02,快篩實名制，每天16:00開始販售，售完為止。
5937201105,安利藥局,彰化縣二水鄉光化村員集路４段３號,120.6159,23.81147,(04)8794933,羅氏家用新冠病毒抗原自我檢測套組,75,2022/05/13 10:26:02,快篩下午3點現場販售 不發號碼牌 身障.醫護可優先購買
5937221198,祐幼藥局,彰化縣埤頭鄉合興村彰水路3段496號,120.4594,23.89158,(04)8911910,羅氏家用新冠病毒抗原自我檢測套組,4,2022/05/13 10:26:02,無
5937251105,宏吉藥局,彰化縣竹塘鄉竹塘村仁愛街５０號,120.4271,23.86282,(04)8976709,羅氏家用新冠病毒抗原自我檢測套組,30,2022/05/13 10:26:02,周一到周六，7:50開始販賣快篩試劑（無發放號碼牌）
5937251169,竹塘張藥局,彰化縣竹塘鄉中興街５６號,120.4267,23.85913,(04)8972216,羅氏家用新冠病毒抗原自我檢測套組,18,2022/05/13 10:26:02,無
5937261147,益興藥局,彰化縣溪州鄉大庄村中山巷２７號,120.567,23.81505,(04)8802581,羅氏家用新冠病毒抗原自我檢測套組,23,2022/05/13 10:26:02,週一至週六早上10點開始販售，售完為止；1930休診
5937261165,中榮堂中西藥局,彰化縣溪州鄉中山路３段３６７號,120.4949,23.85307,(04)8895636,羅氏家用新冠病毒抗原自我檢測套組,14,2022/05/13 10:26:02,周一至周日上午8點開始販售售完為止
5937261227,成記大藥局,彰化縣溪州鄉中山路三段３００號,120.4935,23.85316,(04)8891788,羅氏家用新冠病毒抗原自我檢測套組,19,2022/05/13 10:26:02,周一至周日09:30開始販售，售完為止
5937261236,溪州貓頭鷹藥局,彰化縣溪州鄉中山路三段臨２９１號、２９３號,120.4933,23.85328,(04)8890101,羅氏家用新冠病毒抗原自我檢測套組,20,2022/05/13 10:26:02,無
5938011730,明安大藥局,南投縣南投市復興路４８７、４８９號,120.6769,23.91728,(049)2248922,羅氏家用新冠病毒抗原自我檢測套組,1,2022/05/13 10:26:02,早上9:30開始領快篩號碼牌，14:00後領健保卡
5938011909,彰南藥局,南投縣南投市彰南路二段２１號,120.6845,23.90847,(049)2230005,羅氏家用新冠病毒抗原自我檢測套組,78,2022/05/13 10:26:02,無
5938011918,聖宸健保藥局,南投縣南投市彰南路三段１６２號１樓,120.6744,23.92727,(049)2251741,羅氏家用新冠病毒抗原自我檢測套組,40,2022/05/13 10:26:02,早上10點發號碼牌銷售 離開視同放棄
5938020079,仁和藥局,南投縣埔里鎮薰化里中山路三段９７號,120.9631,23.96619,(049)2985470,羅氏家用新冠病毒抗原自我檢測套組,34,2022/05/13 10:26:02,固定周一至周日上午10.00快篩開賣，售完為止
5938020088,佳民藥局,南投縣埔里鎮薰化里南昌街２８７號,120.9629,23.96716,(049)2987151,羅氏家用新冠病毒抗原自我檢測套組,24,2022/05/13 10:26:02,無
5938020104,新仁壽藥局,南投縣埔里鎮南門里南榮路１３號１樓,120.9656,23.96338,(049)2983210,羅氏家用新冠病毒抗原自我檢測套組,16,2022/05/13 10:26:02,星期日無休。口罩每天販售。
5938020257,德林藥局,南投縣埔里鎮大城路２０６號,120.9517,23.97306,(049)2915293,羅氏家用新冠病毒抗原自我檢測套組,15,2022/05/13 10:26:02,每日10點開始販售快篩試劑，直至當日應售數量完畢或店休為止。
5938021745,欣欣藥局,南投縣埔里鎮中正路３８５號,120.9678,23.96446,(049)2421931,羅氏家用新冠病毒抗原自我檢測套組,10,2022/05/13 10:26:02,早上8:30開始販賣實名制快篩，週二11：00開始販售，請現埸排隊購買，謝謝
5938021781,幸福藥局,南投縣埔里鎮中正路５４８號,120.9643,23.96946,(049)2999800,羅氏家用新冠病毒抗原自我檢測套組,73,2022/05/13 10:26:02,快篩13:30發放號碼牌，發完號碼牌即開始販售。
5938021969,宜康健保藥局,南投縣埔里鎮南昌街２６１號,120.9637,23.96682,(049)2904170,羅氏家用新冠病毒抗原自我檢測套組,2,2022/05/13 10:26:02,固定早上8:30開始販賣防疫口罩售完為止
5938022000,禾安康藥局,南投縣埔里鎮南昌街２１９號１樓,120.9645,23.96633,(049)2900219,羅氏家用新冠病毒抗原自我檢測套組,29,2022/05/13 10:26:02,營業日早上十點開始代售快篩，售完為止。周日固定公休。
5938022019,安欣藥局,南投縣埔里鎮中山路三段９８號,120.9633,23.96631,(04)2906620,羅氏家用新冠病毒抗原自我檢測套組,21,2022/05/13 10:26:02,口罩代售時間:周一至周六早上自08:30-12:00:周一至週五下午3:00-6:00；現場排隊；週六下午至周日全天休
